text,label,length,has_url,has_money,all_caps_ratio,exclamation_count
You are a WINNER! Click claim-prize-here.org to claim your million dollars!,1,75,0,0,0.10666666666666667,2
Your package is waiting! Track it here: tinyurl.com/abc456 ACT NOW!!!,1,69,1,0,0.11594202898550725,4
FINAL NOTICE: Payment required immediately. Pay now at bit.ly/xyz123 ACT NOW!!!,1,79,0,0,0.24050632911392406,3
FINAL NOTICE: Payment required immediately. Pay now at tinyurl.com/abc456,1,73,1,0,0.1780821917808219,0
Reminder: Submit your contract by Monday EOD.,0,45,0,0,0.13333333333333333,0
Reminder: marketing campaign status meeting on Wednesday at 4pm.,0,64,0,0,0.03125,0
Your package is waiting! Track it here: bit.ly/xyz123 ACT NOW!!!,1,64,0,0,0.125,4
YOUR PAYPAL ACCOUNT HAS BEEN COMPROMISED. RESET PASSWORD AT URGENT-ACTION.BIZ,1,77,0,0,0.8441558441558441,0
Reminder: Submit your report by Tuesday EOD.,0,44,0,0,0.13636363636363635,0
Team update: The Q4 report deadline has been moved to next Tuesday.,0,67,0,0,0.05970149253731343,0
"Hi Tom, the website redesign report looks good. Just a few minor edits needed.",0,78,0,0,0.038461538461538464,0
"Hi Lisa, can you send me the contract by end of day?",0,52,0,0,0.038461538461538464,0
Congratulations! You've won ₹5000! Claim your prize at verify-account-now.net,1,77,0,1,0.03896103896103896,2
"Hi Emily, let's schedule a meeting to discuss the marketing campaign project.",0,77,0,0,0.025974025974025976,0
URGENT: YOUR PAYMENT FAILED. UPDATE BILLING INFO AT VERIFY-ACCOUNT-NOW.NET,1,74,0,0,0.8243243243243243,0
Congratulations! You've won ₹100000! Claim your prize at bit.ly/xyz123,1,70,0,1,0.04285714285714286,2
Click here to unsubscribe: tinyurl.com/abc456 (DO NOT IGNORE),1,61,1,0,0.19672131147540983,0
"Hi Tom, the marketing campaign report looks good. Just a few minor edits needed.",0,80,0,0,0.0375,0
URGENT: YOUR PAYMENT FAILED. UPDATE BILLING INFO AT SUSPICIOUS-LINK.COM,1,71,1,0,0.8309859154929577,0
Your Gmail account has been compromised. Reset password at claim-prize-here.org ACT NOW!!!,1,90,0,0,0.1,3
LOSE WEIGHT FAST WITH THIS ONE TRICK! LEARN MORE: VERIFY-ACCOUNT-NOW.NET ACT NOW!!!,1,83,0,0,0.7710843373493976,4
FINAL NOTICE: PAYMENT REQUIRED IMMEDIATELY. PAY NOW AT TINYURL.COM/ABC456,1,73,1,0,0.7945205479452054,0
"Hi Tom, I'll be out of office next Thursday. Emily will cover for me.",0,69,0,0,0.07246376811594203,0
"Hi Sarah, let's schedule a meeting to discuss the website redesign project.",0,75,0,0,0.02666666666666667,0
Reminder: Submit your proposal by Thursday EOD.,0,47,0,0,0.1276595744680851,0
Lose weight FAST with this ONE trick! Learn more: claim-prize-here.org,1,70,0,0,0.12857142857142856,1
CONGRATULATIONS! YOU'VE BEEN SELECTED FOR A SPECIAL OFFER. CLICK URGENT-ACTION.BIZ ACT NOW!!!,1,93,0,0,0.7956989247311828,4
Get rich quick! Earn ₹100000 from home. Start now: suspicious-link.com ACT NOW!!!,1,81,1,1,0.1111111111111111,4
"Hi Tom, please review the attached report when you get a chance.",0,64,0,0,0.03125,0
Quick question about the client presentation - do you have a moment to chat?,0,76,0,0,0.013157894736842105,0
URGENT: Your account will be suspended! Click here: suspicious-link.com to verify now!,1,86,1,0,0.09302325581395349,2
"Great job on the budget review demo today, Emily!",0,49,0,0,0.04081632653061224,1
YOUR GMAIL SUBSCRIPTION IS EXPIRING. RENEW AT URGENT-ACTION.BIZ ACT NOW!!!,1,74,0,0,0.7972972972972973,3
"Hi Tom, please review the attached proposal when you get a chance.",0,66,0,0,0.030303030303030304,0
Get rich quick! Earn ₹50000 from home. Start now: tinyurl.com/abc456,1,68,1,1,0.04411764705882353,1
FINAL NOTICE: PAYMENT REQUIRED IMMEDIATELY. PAY NOW AT VERIFY-ACCOUNT-NOW.NET,1,77,0,0,0.8311688311688312,0
"Hi Emily, let's schedule a meeting to discuss the Q4 report project.",0,68,0,0,0.04411764705882353,0
"Great job on the budget review demo today, Sarah!",0,49,0,0,0.04081632653061224,1
"Hi David, can you send me the spreadsheet by end of day?",0,56,0,0,0.03571428571428571,0
Your Amazon subscription is expiring. Renew at urgent-action.biz ACT NOW!!!,1,75,0,0,0.12,3
"Hi team, client presentation kickoff meeting scheduled for Wednesday at 10am.",0,77,0,0,0.025974025974025976,0
URGENT: Your account will be suspended! Click here: verify-account-now.net to verify now!,1,89,0,0,0.0898876404494382,2
"Hi team, please complete the client presentation survey by Thursday.",0,68,0,0,0.029411764705882353,0
CLICK HERE TO UNSUBSCRIBE: SUSPICIOUS-LINK.COM (DO NOT IGNORE),1,62,1,0,0.8064516129032258,0
Get rich quick! Earn ₹50000 from home. Start now: bit.ly/xyz123 ACT NOW!!!,1,74,0,1,0.12162162162162163,4
YOUR ACCOUNT HAS BEEN LOCKED. UNLOCK IT AT URGENT-ACTION.BIZ IMMEDIATELY!,1,73,0,0,0.821917808219178,1
"Great job on the Q4 report demo today, Anna!",0,44,0,0,0.06818181818181818,1
Congratulations! You've been selected for a special offer. Click suspicious-link.com,1,84,1,0,0.03571428571428571,1
YOU HAVE 34 UNREAD MESSAGES. VIEW THEM AT URGENT-ACTION.BIZ ACT NOW!!!,1,70,0,0,0.7428571428571429,3
Reminder: Submit your invoice by Wednesday EOD.,0,47,0,0,0.1276595744680851,0
YOU ARE A WINNER! CLICK TINYURL.COM/ABC456 TO CLAIM YOUR NEW CAR!,1,65,1,0,0.7384615384615385,2
Congratulations! You've won ₹100000! Claim your prize at bit.ly/xyz123,1,70,0,1,0.04285714285714286,2
YOUR TAX REFUND OF ₹10000 IS READY. CLAIM IT AT VERIFY-ACCOUNT-NOW.NET ACT NOW!!!,1,81,0,1,0.691358024691358,3
FINAL NOTICE: PAYMENT REQUIRED IMMEDIATELY. PAY NOW AT CLAIM-PRIZE-HERE.ORG ACT NOW!!!,1,86,0,0,0.7906976744186046,3
Your account has been locked. Unlock it at claim-prize-here.org immediately! ACT NOW!!!,1,87,0,0,0.09195402298850575,4
ALERT: Suspicious activity detected. Secure your account at claim-prize-here.org ACT NOW!!!,1,91,0,0,0.14285714285714285,3
"Hi Emily, can you send me the spreadsheet by end of day?",0,56,0,0,0.03571428571428571,0
LOSE WEIGHT FAST WITH THIS ONE TRICK! LEARN MORE: URGENT-ACTION.BIZ ACT NOW!!!,1,78,0,0,0.7692307692307693,4
FINAL NOTICE: PAYMENT REQUIRED IMMEDIATELY. PAY NOW AT URGENT-ACTION.BIZ ACT NOW!!!,1,83,0,0,0.7951807228915663,3
Reminder: Q4 report status meeting on Wednesday at 4pm.,0,55,0,0,0.05454545454545454,0
Lose weight FAST with this ONE trick! Learn more: bit.ly/xyz123,1,63,0,0,0.14285714285714285,1
"Hi team, please complete the Q4 report survey by Tuesday.",0,57,0,0,0.05263157894736842,0
Reminder: budget review status meeting on Thursday at 3pm.,0,58,0,0,0.034482758620689655,0
"Hi team, Q4 report kickoff meeting scheduled for Wednesday at 11am.",0,67,0,0,0.04477611940298507,0
Get rich quick! Earn ₹1000 from home. Start now: urgent-action.biz,1,66,0,1,0.045454545454545456,1
YOU'VE BEEN PRE-APPROVED FOR A ₹50000 LOAN! APPLY: BIT.LY/XYZ123,1,64,0,1,0.640625,1
Reminder: Submit your proposal by Friday EOD.,0,45,0,0,0.13333333333333333,0
Lose weight FAST with this ONE trick! Learn more: bit.ly/xyz123,1,63,0,0,0.14285714285714285,1
"Hi Emily, let's schedule a meeting to discuss the marketing campaign project.",0,77,0,0,0.025974025974025976,0
FINAL NOTICE: Payment required immediately. Pay now at tinyurl.com/abc456 ACT NOW!!!,1,84,1,0,0.2261904761904762,3
BREAKING: You've inherited ₹50000! Claim at verify-account-now.net,1,66,0,1,0.15151515151515152,1
"Hi David, please review the attached report when you get a chance.",0,66,0,0,0.030303030303030304,0
ALERT: Suspicious activity detected. Secure your account at claim-prize-here.org ACT NOW!!!,1,91,0,0,0.14285714285714285,3
Lose weight FAST with this ONE trick! Learn more: suspicious-link.com,1,69,1,0,0.13043478260869565,1
YOUR TAX REFUND OF ₹50000 IS READY. CLAIM IT AT URGENT-ACTION.BIZ,1,65,0,1,0.7076923076923077,0
You are a WINNER! Click verify-account-now.net to claim your cash prize!,1,72,0,1,0.1111111111111111,2
"Great job on the client presentation demo today, David!",0,55,0,0,0.03636363636363636,1
Get rich quick! Earn ₹50000 from home. Start now: urgent-action.biz,1,67,0,1,0.04477611940298507,1
"Hi Tom, please review the attached invoice when you get a chance.",0,65,0,0,0.03076923076923077,0
Team update: The marketing campaign deadline has been moved to next Wednesday.,0,78,0,0,0.038461538461538464,0
"Hi Tom, thanks for your help with the website redesign. Much appreciated!",0,73,0,0,0.0410958904109589,1
Your account has been locked. Unlock it at urgent-action.biz immediately! ACT NOW!!!,1,84,0,0,0.09523809523809523,4
URGENT: Your account will be suspended! Click here: verify-account-now.net to verify now! ACT NOW!!!,1,100,0,0,0.14,5
YOUR PACKAGE IS WAITING! TRACK IT HERE: VERIFY-ACCOUNT-NOW.NET,1,62,0,0,0.8064516129032258,1
ALERT: Suspicious activity detected. Secure your account at bit.ly/xyz123,1,73,0,0,0.0958904109589041,0
ALERT: SUSPICIOUS ACTIVITY DETECTED. SECURE YOUR ACCOUNT AT TINYURL.COM/ABC456,1,78,1,0,0.8076923076923077,0
Meeting reminder: budget review discussion tomorrow at 3pm.,0,59,0,0,0.01694915254237288,0
"Hi David, please review the attached proposal when you get a chance.",0,68,0,0,0.029411764705882353,0
URGENT: Your payment failed. Update billing info at claim-prize-here.org ACT NOW!!!,1,83,0,0,0.1686746987951807,3
"Hi Sarah, I'll be out of office next Friday. Mike will cover for me.",0,68,0,0,0.07352941176470588,0
Can we reschedule our client presentation meeting to Thursday?,0,62,0,0,0.03225806451612903,0
Click here to unsubscribe: verify-account-now.net (DO NOT IGNORE),1,65,0,0,0.18461538461538463,0
YOUR ACCOUNT HAS BEEN LOCKED. UNLOCK IT AT TINYURL.COM/ABC456 IMMEDIATELY!,1,74,1,0,0.7837837837837838,1
Your tax refund of ₹1000 is ready. Claim it at bit.ly/xyz123,1,60,0,1,0.03333333333333333,0
Click here to unsubscribe: urgent-action.biz (DO NOT IGNORE),1,60,0,0,0.2,0
"Hi Emily, the budget review report looks good. Just a few minor edits needed.",0,77,0,0,0.03896103896103896,0
You've been pre-approved for a ₹10000 loan! Apply: urgent-action.biz,1,68,0,1,0.029411764705882353,1
FINAL NOTICE: Payment required immediately. Pay now at urgent-action.biz,1,72,0,0,0.18055555555555555,0
"Hi Emily, please review the attached contract when you get a chance.",0,68,0,0,0.029411764705882353,0
Reminder: client presentation status meeting on Tuesday at 10am.,0,64,0,0,0.03125,0
"Hi team, great work on the website redesign presentation!",0,57,0,0,0.017543859649122806,1
Reminder: budget review status meeting on Monday at 10am.,0,57,0,0,0.03508771929824561,0
Lose weight FAST with this ONE trick! Learn more: suspicious-link.com ACT NOW!!!,1,80,1,0,0.1875,4
Lose weight FAST with this ONE trick! Learn more: urgent-action.biz,1,67,0,0,0.13432835820895522,1
FINAL NOTICE: Payment required immediately. Pay now at bit.ly/xyz123,1,68,0,0,0.19117647058823528,0
Your Gmail subscription is expiring. Renew at claim-prize-here.org,1,66,0,0,0.045454545454545456,0
Reminder: Submit your proposal by Thursday EOD.,0,47,0,0,0.1276595744680851,0
YOUR NETFLIX SUBSCRIPTION IS EXPIRING. RENEW AT VERIFY-ACCOUNT-NOW.NET,1,70,0,0,0.8428571428571429,0
FINAL NOTICE: Payment required immediately. Pay now at bit.ly/xyz123 ACT NOW!!!,1,79,0,0,0.24050632911392406,3
"Hi team, budget review kickoff meeting scheduled for Thursday at 10am.",0,70,0,0,0.02857142857142857,0
YOUR ACCOUNT HAS BEEN LOCKED. UNLOCK IT AT SUSPICIOUS-LINK.COM IMMEDIATELY!,1,75,1,0,0.8266666666666667,1
"Hi Lisa, the marketing campaign report looks good. Just a few minor edits needed.",0,81,0,0,0.037037037037037035,0
"Hi David, I've updated the contract. Please review when convenient.",0,67,0,0,0.05970149253731343,0
URGENT: Your account will be suspended! Click here: tinyurl.com/abc456 to verify now! ACT NOW!!!,1,96,1,0,0.14583333333333334,5
Can we reschedule our marketing campaign meeting to Wednesday?,0,62,0,0,0.03225806451612903,0
CLICK HERE TO UNSUBSCRIBE: CLAIM-PRIZE-HERE.ORG (DO NOT IGNORE) ACT NOW!!!,1,74,0,0,0.7567567567567568,3
BREAKING: You've inherited ₹100000! Claim at verify-account-now.net ACT NOW!!!,1,78,0,1,0.20512820512820512,4
YOU ARE A WINNER! CLICK SUSPICIOUS-LINK.COM TO CLAIM YOUR CASH PRIZE!,1,69,1,1,0.7971014492753623,2
"Hi Emily, let's schedule a meeting to discuss the website redesign project.",0,75,0,0,0.02666666666666667,0
You are a WINNER! Click bit.ly/xyz123 to claim your cash prize! ACT NOW!!!,1,74,0,1,0.1891891891891892,5
FINAL NOTICE: Payment required immediately. Pay now at verify-account-now.net,1,77,0,0,0.16883116883116883,0
BREAKING: You've inherited ₹1000! Claim at suspicious-link.com,1,62,1,1,0.16129032258064516,1
FINAL NOTICE: Payment required immediately. Pay now at verify-account-now.net ACT NOW!!!,1,88,0,0,0.2159090909090909,3
GET RICH QUICK! EARN ₹10000 FROM HOME. START NOW: TINYURL.COM/ABC456,1,68,1,1,0.6617647058823529,1
YOU HAVE 37 UNREAD MESSAGES. VIEW THEM AT URGENT-ACTION.BIZ,1,59,0,0,0.7796610169491526,0
"Hi Anna, can you send me the report by end of day?",0,50,0,0,0.04,0
Get rich quick! Earn ₹50000 from home. Start now: tinyurl.com/abc456 ACT NOW!!!,1,79,1,1,0.11392405063291139,4
"Hi Sarah, the budget review report looks good. Just a few minor edits needed.",0,77,0,0,0.03896103896103896,0
ALERT: Suspicious activity detected. Secure your account at bit.ly/xyz123,1,73,0,0,0.0958904109589041,0
"Hi Emily, I'll be out of office next Friday. Lisa will cover for me.",0,68,0,0,0.07352941176470588,0
"Hi Sarah, I'll be out of office next Tuesday. Lisa will cover for me.",0,69,0,0,0.07246376811594203,0
"Hi Anna, I'll be out of office next Wednesday. Mike will cover for me.",0,70,0,0,0.07142857142857142,0
GET RICH QUICK! EARN ₹100000 FROM HOME. START NOW: URGENT-ACTION.BIZ,1,68,0,1,0.6911764705882353,1
Your package is waiting! Track it here: urgent-action.biz,1,57,0,0,0.03508771929824561,1
Your Gmail subscription is expiring. Renew at tinyurl.com/abc456 ACT NOW!!!,1,75,1,0,0.12,3
"Hi Sarah, let's catch up about client presentation over coffee this Monday.",0,75,0,0,0.04,0
YOUR AMAZON ACCOUNT HAS BEEN COMPROMISED. RESET PASSWORD AT TINYURL.COM/ABC456 ACT NOW!!!,1,89,1,0,0.7752808988764045,3
"Hi John, let's catch up about client presentation over coffee this Friday.",0,74,0,0,0.04054054054054054,0
"Hi Mike, can you send me the spreadsheet by end of day?",0,55,0,0,0.03636363636363636,0
"Hi David, I'll be out of office next Tuesday. Anna will cover for me.",0,69,0,0,0.07246376811594203,0
URGENT ACTION REQUIRED: Verify your identity at suspicious-link.com within 24 hours,1,83,1,0,0.25301204819277107,0
Quick question about the Q4 report - do you have a moment to chat?,0,66,0,0,0.030303030303030304,0
"Hi Sarah, let's catch up about Q4 report over coffee this Wednesday.",0,68,0,0,0.058823529411764705,0
"Hi team, please complete the budget review survey by Monday.",0,60,0,0,0.03333333333333333,0
Can we reschedule our budget review meeting to Wednesday?,0,57,0,0,0.03508771929824561,0
Team lunch on Monday at 3pm. Hope you can join!,0,47,0,0,0.06382978723404255,1
LIMITED TIME OFFER! GET CASH FOR FREE! VISIT URGENT-ACTION.BIZ ACT NOW!!!,1,73,0,1,0.7671232876712328,5
Reminder: Submit your proposal by Wednesday EOD.,0,48,0,0,0.125,0
"Hi Tom, thanks for your help with the Q4 report. Much appreciated!",0,66,0,0,0.06060606060606061,1
"Hi Emily, let's catch up about marketing campaign over coffee this Monday.",0,74,0,0,0.04054054054054054,0
CONGRATULATIONS! YOU'VE BEEN SELECTED FOR A SPECIAL OFFER. CLICK CLAIM-PRIZE-HERE.ORG,1,85,0,0,0.8235294117647058,1
Can we reschedule our budget review meeting to Wednesday?,0,57,0,0,0.03508771929824561,0
FINAL NOTICE: PAYMENT REQUIRED IMMEDIATELY. PAY NOW AT SUSPICIOUS-LINK.COM,1,74,1,0,0.8378378378378378,0
"Hi Anna, I'll be out of office next Thursday. Mike will cover for me.",0,69,0,0,0.07246376811594203,0
URGENT ACTION REQUIRED: Verify your identity at bit.ly/xyz123 within 24 hours,1,77,0,0,0.2727272727272727,0
Your package is waiting! Track it here: bit.ly/xyz123 ACT NOW!!!,1,64,0,0,0.125,4
BREAKING: You've inherited ₹50000! Claim at verify-account-now.net ACT NOW!!!,1,77,0,1,0.2077922077922078,4
FINAL NOTICE: Payment required immediately. Pay now at urgent-action.biz ACT NOW!!!,1,83,0,0,0.2289156626506024,3
Team lunch on Thursday at 2pm. Hope you can join!,0,49,0,0,0.061224489795918366,1
You have 40 unread messages. View them at verify-account-now.net,1,64,0,0,0.03125,0
"Hi Tom, please review the attached proposal when you get a chance.",0,66,0,0,0.030303030303030304,0
Congratulations! You've won ₹1000! Claim your prize at tinyurl.com/abc456 ACT NOW!!!,1,84,1,1,0.10714285714285714,5
"Hi Lisa, I'll be out of office next Friday. Lisa will cover for me.",0,67,0,0,0.07462686567164178,0
YOUR PAYPAL SUBSCRIPTION IS EXPIRING. RENEW AT SUSPICIOUS-LINK.COM,1,66,1,0,0.8484848484848485,0
Reminder: website redesign status meeting on Wednesday at 11am.,0,63,0,0,0.031746031746031744,0
Meeting reminder: budget review discussion tomorrow at 10am.,0,60,0,0,0.016666666666666666,0
You have 96 unread messages. View them at urgent-action.biz,1,59,0,0,0.03389830508474576,0
"Hi Emily, the website redesign report looks good. Just a few minor edits needed.",0,80,0,0,0.0375,0
"Hi Lisa, the client presentation report looks good. Just a few minor edits needed.",0,82,0,0,0.036585365853658534,0
"Hi Tom, I've shared the invoice with you. Let me know if you have questions.",0,76,0,0,0.05263157894736842,0
"Hi team, great work on the budget review presentation!",0,54,0,0,0.018518518518518517,1
Reminder: Submit your report by Monday EOD.,0,43,0,0,0.13953488372093023,0
"Hi Mike, I've shared the proposal with you. Let me know if you have questions.",0,78,0,0,0.05128205128205128,0
FINAL NOTICE: Payment required immediately. Pay now at suspicious-link.com,1,74,1,0,0.17567567567567569,0
"Hi team, client presentation kickoff meeting scheduled for Wednesday at 4pm.",0,76,0,0,0.02631578947368421,0
"Hi Sarah, let's schedule a meeting to discuss the client presentation project.",0,78,0,0,0.02564102564102564,0
Your account has been locked. Unlock it at urgent-action.biz immediately!,1,73,0,0,0.0273972602739726,1
ALERT: Suspicious activity detected. Secure your account at verify-account-now.net ACT NOW!!!,1,93,0,0,0.13978494623655913,3
Team lunch on Wednesday at 4pm. Hope you can join!,0,50,0,0,0.06,1
Team lunch on Thursday at 2pm. Hope you can join!,0,49,0,0,0.061224489795918366,1
Meeting reminder: budget review discussion tomorrow at 2pm.,0,59,0,0,0.01694915254237288,0
Team lunch on Friday at 11am. Hope you can join!,0,48,0,0,0.0625,1
ALERT: Suspicious activity detected. Secure your account at verify-account-now.net ACT NOW!!!,1,93,0,0,0.13978494623655913,3
Congratulations! You've won ₹10000! Claim your prize at bit.ly/xyz123,1,69,0,1,0.043478260869565216,2
LIMITED TIME OFFER! GET GIFT CARD FOR FREE! VISIT SUSPICIOUS-LINK.COM,1,69,1,0,0.8115942028985508,2
YOU'VE BEEN PRE-APPROVED FOR A ₹1000 LOAN! APPLY: SUSPICIOUS-LINK.COM,1,69,1,1,0.7246376811594203,1
"Hi team, great work on the marketing campaign presentation!",0,59,0,0,0.01694915254237288,1
Quick question about the Q4 report - do you have a moment to chat?,0,66,0,0,0.030303030303030304,0
URGENT: YOUR PAYMENT FAILED. UPDATE BILLING INFO AT VERIFY-ACCOUNT-NOW.NET,1,74,0,0,0.8243243243243243,0
Click here to unsubscribe: suspicious-link.com (DO NOT IGNORE) ACT NOW!!!,1,73,1,0,0.2465753424657534,3
"Hi team, please complete the client presentation survey by Wednesday.",0,69,0,0,0.028985507246376812,0
Team update: The client presentation deadline has been moved to next Thursday.,0,78,0,0,0.038461538461538464,0
Team update: The Q4 report deadline has been moved to next Wednesday.,0,69,0,0,0.057971014492753624,0
"Hi team, please complete the client presentation survey by Thursday.",0,68,0,0,0.029411764705882353,0
"Hi Emily, let's catch up about budget review over coffee this Thursday.",0,71,0,0,0.04225352112676056,0
"Hi Lisa, I'll be out of office next Thursday. Lisa will cover for me.",0,69,0,0,0.07246376811594203,0
Reminder: marketing campaign status meeting on Tuesday at 11am.,0,63,0,0,0.031746031746031744,0
Your tax refund of ₹100000 is ready. Claim it at suspicious-link.com ACT NOW!!!,1,79,1,1,0.10126582278481013,3
You have 49 unread messages. View them at tinyurl.com/abc456,1,60,1,0,0.03333333333333333,0
URGENT ACTION REQUIRED: VERIFY YOUR IDENTITY AT TINYURL.COM/ABC456 WITHIN 24 HOURS,1,82,1,0,0.7804878048780488,0
"Hi John, thanks for your help with the website redesign. Much appreciated!",0,74,0,0,0.04054054054054054,1
Your tax refund of ₹5000 is ready. Claim it at bit.ly/xyz123,1,60,0,1,0.03333333333333333,0
YOUR TAX REFUND OF ₹5000 IS READY. CLAIM IT AT URGENT-ACTION.BIZ,1,64,0,1,0.71875,0
Reminder: Submit your proposal by Monday EOD.,0,45,0,0,0.13333333333333333,0
Your Netflix account has been compromised. Reset password at urgent-action.biz,1,78,0,0,0.038461538461538464,0
ALERT: SUSPICIOUS ACTIVITY DETECTED. SECURE YOUR ACCOUNT AT VERIFY-ACCOUNT-NOW.NET,1,82,0,0,0.8414634146341463,0
Your PayPal account has been compromised. Reset password at urgent-action.biz ACT NOW!!!,1,88,0,0,0.11363636363636363,3
"Hi Tom, can you send me the contract by end of day?",0,51,0,0,0.0392156862745098,0
"Hi Mike, can you send me the proposal by end of day?",0,52,0,0,0.038461538461538464,0
Congratulations! You've been selected for a special offer. Click verify-account-now.net ACT NOW!!!,1,98,0,0,0.09183673469387756,4
Congratulations! You've been selected for a special offer. Click bit.ly/xyz123,1,78,0,0,0.038461538461538464,1
You are a WINNER! Click urgent-action.biz to claim your luxury vacation!,1,72,0,0,0.1111111111111111,2
Your account has been locked. Unlock it at suspicious-link.com immediately!,1,75,1,0,0.02666666666666667,1
"Hi Anna, let's catch up about Q4 report over coffee this Monday.",0,64,0,0,0.0625,0
"Hi team, marketing campaign kickoff meeting scheduled for Thursday at 10am.",0,75,0,0,0.02666666666666667,0
"Hi team, client presentation kickoff meeting scheduled for Monday at 11am.",0,74,0,0,0.02702702702702703,0
"Hi Tom, let's catch up about client presentation over coffee this Friday.",0,73,0,0,0.0410958904109589,0
URGENT: YOUR ACCOUNT WILL BE SUSPENDED! CLICK HERE: VERIFY-ACCOUNT-NOW.NET TO VERIFY NOW! ACT NOW!!!,1,100,0,0,0.77,5
Reminder: Submit your spreadsheet by Wednesday EOD.,0,51,0,0,0.11764705882352941,0
"Hi team, great work on the budget review presentation!",0,54,0,0,0.018518518518518517,1
Reminder: Submit your proposal by Friday EOD.,0,45,0,0,0.13333333333333333,0
"Hi John, thanks for your help with the marketing campaign. Much appreciated!",0,76,0,0,0.039473684210526314,1
Congratulations! You've been selected for a special offer. Click tinyurl.com/abc456,1,83,1,0,0.03614457831325301,1
Team update: The website redesign deadline has been moved to next Monday.,0,73,0,0,0.0410958904109589,0
"Hi John, I'll be out of office next Thursday. Emily will cover for me.",0,70,0,0,0.07142857142857142,0
Team update: The website redesign deadline has been moved to next Wednesday.,0,76,0,0,0.039473684210526314,0
CONGRATULATIONS! YOU'VE BEEN SELECTED FOR A SPECIAL OFFER. CLICK SUSPICIOUS-LINK.COM,1,84,1,0,0.8333333333333334,1
"Hi team, please complete the marketing campaign survey by Friday.",0,65,0,0,0.03076923076923077,0
BREAKING: YOU'VE INHERITED ₹10000! CLAIM AT TINYURL.COM/ABC456 ACT NOW!!!,1,73,1,1,0.6575342465753424,4
"Hi John, I'll be out of office next Friday. Tom will cover for me.",0,66,0,0,0.07575757575757576,0
CONGRATULATIONS! YOU'VE BEEN SELECTED FOR A SPECIAL OFFER. CLICK SUSPICIOUS-LINK.COM,1,84,1,0,0.8333333333333334,1
Team update: The client presentation deadline has been moved to next Monday.,0,76,0,0,0.039473684210526314,0
